sku_code,design_no.,stock,category,size,color,qty,amount
J0415-DR-XS,J0415,2.0,DRESS,XS,CORAL PINK,1,433.89
J0415-DR-XXL,J0415,2.0,DRESS,XXL,CORAL PINK,1,200.95
J0415-DR-XXXL,J0415,7.0,DRESS,XXXL,CORAL PINK,1,426.01
J0416-DR-L,J0416,2.0,DRESS,L,Pink,1,169.78
J0416-DR-M,J0416,1.0,DRESS,M,Pink,1,152.73
J0416-DR-S,J0416,0.0,DRESS,S,Pink,1,487.62
J0416-DR-XL,J0416,13.0,DRESS,XL,Pink,1,480.08
J0416-DR-XS,J0416,12.0,DRESS,XS,Pink,1,85.51
J0416-DR-XXL,J0416,9.0,DRESS,XXL,Pink,1,26.79
J0417-TP-L,J0417,23.0,TOP,L,Sea Green,1,107.62
J0417-TP-M,J0417,8.0,TOP,M,Sea Green,1,83.59
J0417-TP-S,J0417,18.0,TOP,S,Sea Green,1,147.13
J0417-TP-XL,J0417,20.0,TOP,XL,Sea Green,1,200.01
J0417-TP-XS,J0417,19.0,TOP,XS,Sea Green,1,491.12
J0417-TP-XXL,J0417,12.0,TOP,XXL,Sea Green,1,401.48
J0417-TP-XXXL,J0417,13.0,TOP,XXXL,Sea Green,1,118.49
J0418-TP-L,J0418,12.0,TOP,L,Yellow,1,324.75
J0418-TP-M,J0418,3.0,TOP,M,Yellow,1,267.12
J0418-TP-S,J0418,1.0,TOP,S,Yellow,1,174.53
J0418-TP-XL,J0418,42.0,TOP,XL,Yellow,1,103.81
J0418-TP-XS,J0418,2.0,TOP,XS,Yellow,1,240.65
J0418-TP-XXL,J0418,29.0,TOP,XXL,Yellow,1,49.57
J0419-TP-L,J0419,34.0,TOP,L,Maroon,1,401.78
J0419-TP-M,J0419,22.0,TOP,M,Maroon,1,370.95
J0419-TP-S,J0419,20.0,TOP,S,Maroon,1,225.98
J0419-TP-XL,J0419,40.0,TOP,XL,Maroon,1,302.52
J0419-TP-XS,J0419,21.0,TOP,XS,Maroon,1,345.22
J0419-TP-XXL,J0419,41.0,TOP,XXL,Maroon,1,187.42
J0419-TP-XXXL,J0419,23.0,TOP,XXXL,Maroon,1,493.53
J0420-TP-L,J0420,21.0,TOP,L,Pink,1,103.42
J0420-TP-M,J0420,12.0,TOP,M,Pink,1,475.43
J0420-TP-S,J0420,23.0,TOP,S,Pink,1,354.53
J0420-TP-XL,J0420,34.0,TOP,XL,Pink,1,372.86
J0420-TP-XS,J0420,22.0,TOP,XS,Pink,1,27.99
J0420-TP-XXL,J0420,32.0,TOP,XXL,Pink,1,94.38
J0420-TP-XXXL,J0420,31.0,TOP,XXXL,Pink,1,177.29
J0421-TP-L,J0421,50.0,TOP,L,Teal,1,376.92
J0421-TP-M,J0421,46.0,TOP,M,Teal,1,487.79
J0421-TP-S,J0421,46.0,TOP,S,Teal,1,432.81
J0421-TP-XL,J0421,53.0,TOP,XL,Teal,1,90.65
J0421-TP-XS,J0421,45.0,TOP,XS,Teal,1,474.94
J0421-TP-XXL,J0421,42.0,TOP,XXL,Teal,1,425.1
J0429-DR-L,J0429,49.0,DRESS,L,Peach,1,192.6
J0429-DR-M,J0429,65.0,DRESS,M,Peach,1,262.53
J0429-DR-S,J0429,66.0,DRESS,S,Peach,1,143.12
J0429-DR-XL,J0429,48.0,DRESS,XL,Peach,1,103.77
J0429-DR-XS,J0429,43.0,DRESS,XS,Peach,1,132.93
J0429-DR-XXL,J0429,72.0,DRESS,XXL,Peach,1,345.09
J0429-DR-XXXL,J0429,52.0,DRESS,XXXL,Peach,1,13.34
J0430-DR-L,J0430,70.0,DRESS,L,Sea Green,1,23.43
J0430-DR-M,J0430,69.0,DRESS,M,Sea Green,1,411.49
J0430-DR-S,J0430,72.0,DRESS,S,Sea Green,1,383.62
J0430-DR-XL,J0430,71.0,DRESS,XL,Sea Green,1,296.53
J0430-DR-XS,J0430,58.0,DRESS,XS,Sea Green,1,126.83
J0430-DR-XXL,J0430,73.0,DRESS,XXL,Sea Green,1,349.73
J0430-DR-XXXL,J0430,57.0,DRESS,XXXL,Sea Green,1,145.33
J0431-DR-L,J0431,49.0,DRESS,L,Blue,1,498.52
J0431-DR-M,J0431,51.0,DRESS,M,Blue,1,246.91
J0431-DR-S,J0431,61.0,DRESS,S,Blue,1,10.52
J0431-DR-XL,J0431,58.0,DRESS,XL,Blue,1,49.11
J0431-DR-XS,J0431,54.0,DRESS,XS,Blue,1,25.66
J0431-DR-XXL,J0431,63.0,DRESS,XXL,Blue,1,358.65
J0431-DR-XXXL,J0431,52.0,DRESS,XXXL,Blue,1,335.08
J0432-DR-L,J0432,50.0,DRESS,L,Peach,1,137.61
J0432-DR-M,J0432,24.0,DRESS,M,Peach,1,402.01
J0432-DR-S,J0432,48.0,DRESS,S,Peach,1,77.98
J0432-DR-XL,J0432,25.0,DRESS,XL,Peach,1,364.69
J0432-DR-XS,J0432,50.0,DRESS,XS,Peach,1,463.58
J0432-DR-XXL,J0432,25.0,DRESS,XXL,Peach,1,31.96
J0432-DR-XXXL,J0432,50.0,DRESS,XXXL,Peach,1,109.71
J0433-DR-L,J0433,20.0,DRESS,L,Yellow,1,154.61
J0433-DR-M,J0433,20.0,DRESS,M,Yellow,1,84.89
J0433-DR-S,J0433,20.0,DRESS,S,Yellow,1,134.68
J0433-DR-XL,J0433,20.0,DRESS,XL,Yellow,1,316.1
J0433-DR-XS,J0433,24.0,DRESS,XS,Yellow,1,281.14
J0433-DR-XXL,J0433,20.0,DRESS,XXL,Yellow,1,259.09
J0433-DR-XXXL,J0433,20.0,DRESS,XXXL,Yellow,1,277.57
J0434-DR-L,J0434,45.0,DRESS,L,White,1,353.0
J0434-DR-M,J0434,56.0,DRESS,M,White,1,320.93
J0434-DR-S,J0434,60.0,DRESS,S,White,1,174.09
J0434-DR-XL,J0434,61.0,DRESS,XL,White,1,402.7
J0434-DR-XS,J0434,48.0,DRESS,XS,White,1,72.29
J0434-DR-XXL,J0434,57.0,DRESS,XXL,White,1,194.25
J0434-DR-XXXL,J0434,43.0,DRESS,XXXL,White,1,200.73
J0435-DR-L,J0435,20.0,DRESS,L,Pink,1,80.99
J0435-DR-M,J0435,19.0,DRESS,M,Pink,1,468.41
J0435-DR-S,J0435,19.0,DRESS,S,Pink,1,198.93
J0435-DR-XL,J0435,20.0,DRESS,XL,Pink,1,120.56
J0435-DR-XS,J0435,20.0,DRESS,XS,Pink,1,321.93
J0435-DR-XXL,J0435,19.0,DRESS,XXL,Pink,1,438.37
J0435-DR-XXXL,J0435,20.0,DRESS,XXXL,Pink,1,110.52
J0436-DR-M,J0436,20.0,DRESS,M,Sky Blue,1,61.46
J0436-DR-S,J0436,29.0,DRESS,S,Sky Blue,1,88.86
J0436-DR-XL,J0436,20.0,DRESS,XL,Sky Blue,1,138.45
J0436-DR-XS,J0436,20.0,DRESS,XS,Sky Blue,1,192.79
J0436-DR-XXL,J0436,11.0,DRESS,XXL,Sky Blue,1,124.31
J0436-DR-XXXL,J0436,19.0,DRESS,XXXL,Sky Blue,1,265.24
JAN8601-KR-L,JAN8601,1.0,KURTA,L,White,1,99.85
JAN8601-KR-M,JAN8601,1.0,KURTA,M,White,1,268.76
JAN8601-KR-S,JAN8601,1.0,KURTA,S,White,1,368.64
JAN8601-KR-XL,JAN8601,2.0,KURTA,XL,White,1,225.53
JAN8601-KR-XXL,JAN8601,0.0,KURTA,XXL,White,1,177.03
JAN8602-KR-L,JAN8602,4.0,KURTA,L,Navy Blue,1,31.8
JAN8602-KR-M,JAN8602,4.0,KURTA,M,Navy Blue,1,338.47
JAN8602-KR-S,JAN8602,2.0,KURTA,S,Navy Blue,1,123.16
JAN8602-KR-XL,JAN8602,3.0,KURTA,XL,Navy Blue,1,344.32
JAN8602-KR-XXL,JAN8602,1.0,KURTA,XXL,Navy Blue,1,313.76
JAN8603-DR-L,JAN8603,1.0,DRESS,L,Light Pink,1,397.82
JAN8603-DR-M,JAN8603,1.0,DRESS,M,Light Pink,1,475.17
JAN8603-DR-S,JAN8603,1.0,DRESS,S,Light Pink,1,408.6
JAN8603-DR-XL,JAN8603,3.0,DRESS,XL,Light Pink,1,38.93
JAN8603-DR-XXL,JAN8603,0.0,DRESS,XXL,Light Pink,1,414.66
JAN8604-KR-L,JAN8604,6.0,DRESS,L,Sky Blue,1,330.28
JAN8604-KR-M,JAN8604,5.0,DRESS,M,Sky Blue,1,196.91
JAN8604-KR-S,JAN8604,2.0,DRESS,S,Sky Blue,1,44.75
JAN8604-KR-XL,JAN8604,8.0,DRESS,XL,Sky Blue,1,240.5
JAN8604-KR-XXL,JAN8604,2.0,DRESS,XXL,Sky Blue,1,85.94
JAN8605-KR-NP-L,JAN8605,3.0,SET,L,Green,1,401.26
JAN8605-KR-NP-M,JAN8605,4.0,SET,M,Green,1,24.84
JAN8605-KR-NP-S,JAN8605,3.0,SET,S,Green,1,265.23
JAN8605-KR-NP-XL,JAN8605,4.0,SET,XL,Green,1,224.76
JAN8605-KR-NP-XXL,JAN8605,4.0,SET,XXL,Green,1,86.46
JAN8606-TP-L,JAN8606,5.0,TOP,L,Red,1,300.36
JAN8606-TP-M,JAN8606,5.0,TOP,M,Red,1,260.86
JAN8606-TP-S,JAN8606,2.0,TOP,S,Red,1,425.66
JAN8606-TP-XL,JAN8606,6.0,TOP,XL,Red,1,265.64
JAN8606-TP-XXL,JAN8606,5.0,TOP,XXL,Red,1,153.28
JAN8607-TP-L,JAN8607,0.0,TOP,L,Sky Blue,1,381.84
JAN8607-TP-M,JAN8607,0.0,TOP,M,Sky Blue,1,147.29
JAN8607-TP-S,JAN8607,0.0,TOP,S,Sky Blue,1,294.76
JAN8607-TP-XL,JAN8607,2.0,TOP,XL,Sky Blue,1,174.53
JAN8607-TP-XXL,JAN8607,0.0,TOP,XXL,Sky Blue,1,195.71
JAN8608-KR-L,JAN8608,9.0,KURTA,L,Beige,1,156.57
JAN8608-KR-M,JAN8608,9.0,KURTA,M,Beige,1,55.0
JAN8608-KR-S,JAN8608,5.0,KURTA,S,Beige,1,250.64
JAN8608-KR-XL,JAN8608,10.0,KURTA,XL,Beige,1,271.42
JAN8608-KR-XXL,JAN8608,4.0,KURTA,XXL,Beige,1,304.91
JAN8609-KR-NP-L,JAN8609,9.0,SET,L,Yellow,1,311.59
JAN8609-KR-NP-M,JAN8609,9.0,SET,M,Yellow,1,408.97
JAN8609-KR-NP-S,JAN8609,5.0,SET,S,Yellow,1,175.67
JAN8609-KR-NP-XL,JAN8609,11.0,SET,XL,Yellow,1,313.4
JAN8609-KR-NP-XXL,JAN8609,4.0,SET,XXL,Yellow,1,100.44
JAN8610-KR-NP-L,JAN8610,10.0,SET,L,Green,1,112.21
JAN8610-KR-NP-M,JAN8610,9.0,SET,M,Green,1,319.79
JAN8610-KR-NP-S,JAN8610,4.0,SET,S,Green,1,83.51
JAN8610-KR-NP-XL,JAN8610,9.0,SET,XL,Green,1,285.61
JAN8610-KR-NP-XXL,JAN8610,8.0,SET,XXL,Green,1,49.48
JAN8611-KR-NP-L,JAN8611,12.0,SET,L,Turquoise Green,1,427.76
JAN8611-KR-NP-M,JAN8611,11.0,SET,M,Turquoise Green,1,173.53
JAN8611-KR-NP-S,JAN8611,6.0,SET,S,Turquoise Green,1,491.28
JAN8611-KR-NP-XL,JAN8611,16.0,SET,XL,Turquoise Green,1,288.96
JAN8611-KR-NP-XXL,JAN8611,2.0,SET,XXL,Turquoise Green,1,267.2
JAN8612-KR-NP-L,JAN8612,9.0,SET,L,Yellow,1,421.73
JAN8612-KR-NP-M,JAN8612,2.0,SET,M,Yellow,1,441.42
JAN8612-KR-NP-S,JAN8612,5.0,SET,S,Yellow,1,159.28
JAN8612-KR-NP-XL,JAN8612,16.0,SET,XL,Yellow,1,156.61
JAN8612-KR-NP-XXL,JAN8612,3.0,SET,XXL,Yellow,1,213.28
JAN8613-TP-L,JAN8613,10.0,TOP,L,White,1,382.02
JAN8613-TP-M,JAN8613,9.0,TOP,M,White,1,89.33
JAN8613-TP-S,JAN8613,5.0,TOP,S,White,1,243.14
JAN8613-TP-XL,JAN8613,10.0,TOP,XL,White,1,371.84
JAN8613-TP-XXL,JAN8613,6.0,TOP,XXL,White,1,261.21
JAN8614-TP-L,JAN8614,2.0,TOP,L,Green,1,167.42
JAN8614-TP-M,JAN8614,3.0,TOP,M,Green,1,497.71
JAN8614-TP-S,JAN8614,1.0,TOP,S,Green,1,111.55
JAN8614-TP-XL,JAN8614,5.0,TOP,XL,Green,1,285.4
JAN8614-TP-XXL,JAN8614,5.0,TOP,XXL,Green,1,365.12
JAN8615-TP-L,JAN8615,3.0,TOP,L,Blue,1,275.85
JAN8615-TP-M,JAN8615,0.0,TOP,M,Blue,1,436.41
JAN8615-TP-S,JAN8615,9.0,TOP,S,Blue,1,15.18
JAN8615-TP-XL,JAN8615,2.0,TOP,XL,Blue,1,397.24
JAN8615-TP-XXL,JAN8615,3.0,TOP,XXL,Blue,1,304.39
JAN8616-TP-L,JAN8616,11.0,TOP,L,Yellow,1,316.37
JAN8616-TP-M,JAN8616,9.0,TOP,M,Yellow,1,290.34
JAN8616-TP-S,JAN8616,4.0,TOP,S,Yellow,1,79.65
JAN8616-TP-XL,JAN8616,12.0,TOP,XL,Yellow,1,415.73
JAN8616-TP-XXL,JAN8616,7.0,TOP,XXL,Yellow,1,155.2
JAN8617-KR-L,JAN8617,8.0,KURTA,L,Peach,1,493.87
JAN8617-KR-M,JAN8617,7.0,KURTA,M,Peach,1,298.21
JAN8617-KR-S,JAN8617,3.0,KURTA,S,Peach,1,19.57
JAN8617-KR-XL,JAN8617,5.0,KURTA,XL,Peach,1,310.16
JAN8617-KR-XXL,JAN8617,5.0,KURTA,XXL,Peach,1,47.39
JAN8618-DR-L,JAN8618,10.0,DRESS,L,Blue,1,30.83
JAN8618-DR-M,JAN8618,8.0,DRESS,M,Blue,1,132.89
JAN8618-DR-S,JAN8618,0.0,DRESS,S,Blue,1,85.63
JAN8618-DR-XL,JAN8618,7.0,DRESS,XL,Blue,1,146.66
JAN8618-DR-XXL,JAN8618,1.0,DRESS,XXL,Blue,1,154.98
JAN8619-KR-L,JAN8619,2.0,KURTA,L,Red,1,294.52
JAN8619-KR-M,JAN8619,3.0,KURTA,M,Red,1,59.29
JAN8619-KR-S,JAN8619,0.0,KURTA,S,Red,1,190.36
JAN8619-KR-XL,JAN8619,5.0,KURTA,XL,Red,1,141.15
JAN8619-KR-XXL,JAN8619,0.0,KURTA,XXL,Red,1,184.93
JAN8620-KR-L,JAN8620,2.0,KURTA,L,Sky Blue,1,181.8
JAN8620-KR-M,JAN8620,3.0,KURTA,M,Sky Blue,1,273.36
JAN8620-KR-S,JAN8620,6.0,KURTA,S,Sky Blue,1,366.27
JAN8620-KR-XL,JAN8620,3.0,KURTA,XL,Sky Blue,1,312.21
JAN8620-KR-XXL,JAN8620,2.0,KURTA,XXL,Sky Blue,1,399.75
JAN8621-DR-L,JAN8621,10.0,DRESS,L,Beige,1,374.71
JAN8621-DR-M,JAN8621,10.0,DRESS,M,Beige,1,170.17
JAN8621-DR-S,JAN8621,4.0,DRESS,S,Beige,1,423.17
JAN8621-DR-XL,JAN8621,12.0,DRESS,XL,Beige,1,70.6
JAN8621-DR-XXL,JAN8621,3.0,DRESS,XXL,Beige,1,390.84
JAN8622-KR-NP-L,JAN8622,1.0,SET,L,Turquoise Green,1,126.74
JAN8622-KR-NP-M,JAN8622,2.0,SET,M,Turquoise Green,1,120.06
JAN8622-KR-NP-S,JAN8622,1.0,SET,S,Turquoise Green,1,296.81
JAN8622-KR-NP-XL,JAN8622,0.0,SET,XL,Turquoise Green,1,241.29
JAN8622-KR-NP-XXL,JAN8622,0.0,SET,XXL,Turquoise Green,1,77.42
JAN8623-DR-L,JAN8623,4.0,DRESS,L,Teal,1,349.49
JAN8623-DR-M,JAN8623,6.0,DRESS,M,Teal,1,186.29
JAN8623-DR-S,JAN8623,1.0,DRESS,S,Teal,1,308.41
JAN8623-DR-XL,JAN8623,5.0,DRESS,XL,Teal,1,345.6
JAN8623-DR-XXL,JAN8623,1.0,DRESS,XXL,Teal,1,70.36
JAN8624-DR-L,JAN8624,10.0,DRESS,L,White,1,414.96
JAN8624-DR-M,JAN8624,6.0,DRESS,M,White,1,99.64
JAN8624-DR-S,JAN8624,3.0,DRESS,S,White,1,298.4
JAN8624-DR-XL,JAN8624,12.0,DRESS,XL,White,1,218.99
JAN8624-DR-XXL,JAN8624,6.0,DRESS,XXL,White,1,168.5
JAN8625-KR-L,JAN8625,4.0,KURTA,L,Black,1,310.41
JAN8625-KR-M,JAN8625,2.0,KURTA,M,Black,1,195.45
JAN8625-KR-S,JAN8625,4.0,KURTA,S,Black,1,429.53
JAN8625-KR-XL,JAN8625,2.0,KURTA,XL,Black,1,347.34
JAN8625-KR-XXL,JAN8625,0.0,KURTA,XXL,Black,1,127.09
JAN8631-KR-NP-L,JAN8631,17.0,SET,L,Rust,1,271.8
JAN8631-KR-NP-M,JAN8631,19.0,SET,M,Rust,1,313.24
JAN8631-KR-NP-S,JAN8631,16.0,SET,S,Rust,1,378.62
JAN8631-KR-NP-XL,JAN8631,22.0,SET,XL,Rust,1,54.03
JAN8631-KR-NP-XXL,JAN8631,19.0,SET,XXL,Rust,1,392.51
JAN8632-KR-NP-L,JAN8632,37.0,SET,L,TEAL BLUE ,1,479.37
JAN8632-KR-NP-M,JAN8632,36.0,SET,M,TEAL BLUE ,1,53.84
JAN8632-KR-NP-S,JAN8632,27.0,SET,S,TEAL BLUE ,1,180.19
JAN8632-KR-NP-XL,JAN8632,37.0,SET,XL,TEAL BLUE ,1,434.38
JAN8632-KR-NP-XXL,JAN8632,28.0,SET,XXL,TEAL BLUE ,1,21.39
JAN8633-KR-NP-L,JAN8633,26.0,SET,L,Maroon,1,424.08
JAN8633-KR-NP-M,JAN8633,24.0,SET,M,Maroon,1,449.3
JAN8633-KR-NP-S,JAN8633,10.0,SET,S,Maroon,1,483.18
JAN8633-KR-NP-XL,JAN8633,26.0,SET,XL,Maroon,1,237.66
JAN8633-KR-NP-XXL,JAN8633,17.0,SET,XXL,Maroon,1,446.19
JAN8634-KR-NP-L,JAN8634,30.0,KURTA SET,L,Turquoise,1,355.76
JAN8634-KR-NP-M,JAN8634,30.0,KURTA SET,M,Turquoise,1,178.63
JAN8634-KR-NP-S,JAN8634,26.0,KURTA SET,S,Turquoise,1,153.4
JAN8634-KR-NP-XL,JAN8634,34.0,KURTA SET,XL,Turquoise,1,287.26
JAN8634-KR-NP-XXL,JAN8634,26.0,KURTA SET,XXL,Turquoise,1,97.01
JAN8635-KR-NP-L,JAN8635,26.0,SET,L,Pink,1,44.53
JAN8635-KR-NP-M,JAN8635,30.0,SET,M,Pink,1,22.51
JAN8635-KR-NP-S,JAN8635,19.0,SET,S,Pink,1,254.23
JAN8635-KR-NP-XL,JAN8635,31.0,SET,XL,Pink,1,415.09
JAN8635-KR-NP-XXL,JAN8635,20.0,SET,XXL,Pink,1,249.67
JAN8636-KR-NP-L,JAN8636,16.0,SET,L,Grey,1,194.45
JAN8636-KR-NP-M,JAN8636,15.0,SET,M,Grey,1,254.21
JAN8636-KR-NP-S,JAN8636,4.0,SET,S,Grey,1,294.51
JAN8636-KR-NP-XL,JAN8636,15.0,SET,XL,Grey,1,79.61
JAN8636-KR-NP-XXL,JAN8636,6.0,SET,XXL,Grey,1,184.34
JAN8637-KR-NP-L,JAN8637,7.0,SET,L,BURGUNDY,1,184.83
JAN8637-KR-NP-M,JAN8637,9.0,SET,M,BURGUNDY,1,238.99
JAN8637-KR-NP-S,JAN8637,3.0,SET,S,BURGUNDY,1,190.18
JAN8637-KR-NP-XL,JAN8637,11.0,SET,XL,BURGUNDY,1,268.7
JAN8637-KR-NP-XXL,JAN8637,3.0,SET,XXL,BURGUNDY,1,40.81
JAN8638-KR-NP-L,JAN8638,8.0,SET,L,Green,1,216.66
JAN8638-KR-NP-M,JAN8638,6.0,SET,M,Green,1,363.55
JAN8638-KR-NP-S,JAN8638,0.0,SET,S,Green,1,494.15
JAN8638-KR-NP-XL,JAN8638,9.0,SET,XL,Green,1,302.4
JAN8638-KR-NP-XXL,JAN8638,0.0,SET,XXL,Green,1,268.31
JAN8639-KR-NP-L,JAN8639,9.0,SET,L,Teal,1,67.7
JAN8639-KR-NP-M,JAN8639,11.0,SET,M,Teal,1,459.93
JAN8639-KR-NP-S,JAN8639,5.0,SET,S,Teal,1,171.54
JAN8639-KR-NP-XL,JAN8639,11.0,SET,XL,Teal,1,138.56
JAN8639-KR-NP-XXL,JAN8639,2.0,SET,XXL,Teal,1,437.1
JAN8640-DR-L,JAN8640,0.0,DRESS,L,Brown,1,372.27
JAN8640-DR-M,JAN8640,0.0,DRESS,M,Brown,1,350.1
JAN8640-DR-S,JAN8640,0.0,DRESS,S,Brown,1,165.58
JAN8640-DR-XL,JAN8640,3.0,DRESS,XL,Brown,1,430.29
JAN8640-DR-XXL,JAN8640,0.0,DRESS,XXL,Brown,1,22.14
JAN8641-DR-L,JAN8641,0.0,DRESS,L,MINT GREEN,1,307.63
JAN8641-DR-M,JAN8641,3.0,DRESS,M,MINT GREEN,1,48.44
JAN8641-DR-S,JAN8641,0.0,DRESS,S,MINT GREEN,1,264.54
JAN8641-DR-XL,JAN8641,4.0,DRESS,XL,MINT GREEN,1,484.01
JAN8641-DR-XXL,JAN8641,3.0,DRESS,XXL,MINT GREEN,1,430.27
JAN8642-TP-L,JAN8642,2.0,TOP,L,Yellow,1,304.09
JAN8642-TP-M,JAN8642,3.0,TOP,M,Yellow,1,35.67
JAN8642-TP-S,JAN8642,2.0,TOP,S,Yellow,1,450.74
JAN8642-TP-XL,JAN8642,2.0,TOP,XL,Yellow,1,476.78
JAN8642-TP-XXL,JAN8642,2.0,TOP,XXL,Yellow,1,92.28
JAN8643-KR-L,JAN8643,12.0,KURTA,L,Teal,1,358.45
JAN8643-KR-M,JAN8643,12.0,KURTA,M,Teal,1,289.85
JAN8643-KR-S,JAN8643,6.0,KURTA,S,Teal,1,456.74
JAN8643-KR-XL,JAN8643,10.0,KURTA,XL,Teal,1,16.91
JAN8643-KR-XXL,JAN8643,5.0,KURTA,XXL,Teal,1,85.24
JAN8644-TP-L,JAN8644,11.0,TOP,L,Black,1,406.28
JAN8644-TP-M,JAN8644,12.0,TOP,M,Black,1,266.71
JAN8644-TP-S,JAN8644,6.0,TOP,S,Black,1,310.64
JAN8644-TP-XL,JAN8644,12.0,TOP,XL,Black,1,469.63
JAN8644-TP-XXL,JAN8644,8.0,TOP,XXL,Black,1,335.91
JAN8645-DR-L,JAN8645,5.0,DRESS,L,White,1,333.33
JAN8645-DR-M,JAN8645,4.0,DRESS,M,White,1,87.41
JAN8645-DR-S,JAN8645,1.0,DRESS,S,White,1,491.14
JAN8645-DR-XL,JAN8645,9.0,DRESS,XL,White,1,277.78
JAN8645-DR-XXL,JAN8645,3.0,DRESS,XXL,White,1,360.06
JAN8646-KR-NP-L,JAN8646,2.0,SET,L,OFF WHITE,1,35.25
JAN8646-KR-NP-M,JAN8646,2.0,SET,M,OFF WHITE,1,127.92
JAN8646-KR-NP-S,JAN8646,0.0,SET,S,OFF WHITE,1,236.29
JAN8646-KR-NP-XL,JAN8646,1.0,SET,XL,OFF WHITE,1,264.36
JAN8646-KR-NP-XXL,JAN8646,2.0,SET,XXL,OFF WHITE,1,230.79
JAN8652-KR-NP-L,JAN8652,10.0,SET,L,Green,1,10.25
JAN8652-KR-NP-M,JAN8652,7.0,SET,M,Green,1,422.85
JAN8652-KR-NP-S,JAN8652,5.0,SET,S,Green,1,407.76
JAN8652-KR-NP-XL,JAN8652,12.0,SET,XL,Green,1,93.21
JAN8652-KR-NP-XXL,JAN8652,10.0,SET,XXL,Green,1,196.51
JAN8653-TP-L,JAN8653,3.0,TOP,L,White,1,302.04
JAN8653-TP-M,JAN8653,3.0,TOP,M,White,1,275.1
JAN8653-TP-S,JAN8653,3.0,TOP,S,White,1,139.43
JAN8653-TP-XL,JAN8653,0.0,TOP,XL,White,1,392.71
JAN8653-TP-XXL,JAN8653,5.0,TOP,XXL,White,1,160.94
JAN8654-KR-L,JAN8654,5.0,KURTA,L,Mustard,1,227.22
JAN8654-KR-M,JAN8654,3.0,KURTA,M,Mustard,1,487.5
JAN8654-KR-S,JAN8654,2.0,KURTA,S,Mustard,1,150.0
JAN8654-KR-XL,JAN8654,8.0,KURTA,XL,Mustard,1,327.59
JAN8654-KR-XXL,JAN8654,3.0,KURTA,XXL,Mustard,1,484.95
JAN8655-DR-L,JAN8655,8.0,DRESS,L,Cream,1,319.59
JAN8655-DR-M,JAN8655,3.0,DRESS,M,Cream,1,473.86
JAN8655-DR-S,JAN8655,0.0,DRESS,S,Cream,1,430.28
JAN8655-DR-XL,JAN8655,7.0,DRESS,XL,Cream,1,411.36
JAN8655-DR-XXL,JAN8655,3.0,DRESS,XXL,Cream,1,318.2
JAN8656-KR-NP-L,JAN8656,6.0,SET,L,Green,1,122.99
JAN8656-KR-NP-M,JAN8656,3.0,SET,M,Green,1,142.46
JAN8656-KR-NP-S,JAN8656,9.0,SET,S,Green,1,170.1
JAN8656-KR-NP-XL,JAN8656,6.0,SET,XL,Green,1,371.13
JAN8656-KR-NP-XXL,JAN8656,7.0,SET,XXL,Green,1,38.1
JAN8657-TP-L,JAN8657,6.0,TOP,L,Brown,1,36.85
JAN8657-TP-M,JAN8657,4.0,TOP,M,Brown,1,367.38
JAN8657-TP-S,JAN8657,3.0,TOP,S,Brown,1,415.55
JAN8657-TP-XL,JAN8657,3.0,TOP,XL,Brown,1,494.94
JAN8657-TP-XXL,JAN8657,4.0,TOP,XXL,Brown,1,305.43
JAN8658-KR-L,JAN8658,13.0,KURTA,L,Red,1,427.03
JAN8658-KR-M,JAN8658,13.0,KURTA,M,Red,1,309.24
JAN8658-KR-S,JAN8658,13.0,KURTA,S,Red,1,69.02
JAN8658-KR-XL,JAN8658,15.0,KURTA,XL,Red,1,81.08
JAN8658-KR-XXL,JAN8658,15.0,KURTA,XXL,Red,1,331.07
JAN8659-KR-NP-L,JAN8659,10.0,SET,L,Green,1,456.14
JAN8659-KR-NP-M,JAN8659,8.0,SET,M,Green,1,57.77
JAN8659-KR-NP-S,JAN8659,6.0,SET,S,Green,1,404.1
JAN8659-KR-NP-XL,JAN8659,10.0,SET,XL,Green,1,298.5
JAN8659-KR-NP-XXL,JAN8659,6.0,SET,XXL,Green,1,109.4
JAN8660-KR-NP-L,JAN8660,3.0,SET,L,White,1,356.07
JAN8660-KR-NP-M,JAN8660,5.0,SET,M,White,1,468.85
JAN8660-KR-NP-S,JAN8660,1.0,SET,S,White,1,125.06
JAN8660-KR-NP-XL,JAN8660,6.0,SET,XL,White,1,20.3
JAN8660-KR-NP-XXL,JAN8660,4.0,SET,XXL,White,1,300.32
JAN8661-KR-NP-L,JAN8661,1.0,SET,L,Red,1,83.92
JAN8661-KR-NP-M,JAN8661,5.0,SET,M,Red,1,360.71
JAN8661-KR-NP-S,JAN8661,1.0,SET,S,Red,1,432.85
JAN8661-KR-NP-XL,JAN8661,4.0,SET,XL,Red,1,338.84
JAN8661-KR-NP-XXL,JAN8661,3.0,SET,XXL,Red,1,98.59
JAN8662-KR-NP-L,JAN8662,0.0,KURTA SET,L,AQUA GREEN,1,476.7
JAN8662-KR-NP-M,JAN8662,1.0,KURTA SET,M,AQUA GREEN,1,265.32
JAN8662-KR-NP-S,JAN8662,2.0,KURTA SET,S,AQUA GREEN,1,401.24
JAN8662-KR-NP-XL,JAN8662,0.0,KURTA SET,XL,AQUA GREEN,1,105.16
JAN8662-KR-NP-XXL,JAN8662,2.0,KURTA SET,XXL,AQUA GREEN,1,329.64
